"Data Source","World Development Indicators",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Azerbaijan","AZE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4724197387695","","","","","","","","99.8209686279297","","99.8426666259766","99.8544387817383","99.8566589355469","99.8528518676758","99.8659210205078","99.8620071411133","99.8626327514648","99.8640518188477","99.8637466430664","","99.8682403564453","","","",
"Burundi","BDI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","34.2627105712891","","","","","","","","","","","48.2362518310547","","","","","","","","","","67.3069305419922","","","","","","","","53.1283912658691","","","","","","69.5872802734375","","","76.2960510253906","","","","81.3000030517578","",
"Belgium","BEL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","25.1900596618652","","","","","","","","","","","","","39.9033203125","","","","","","","","","","47.8659591674805","","","","40.6161689758301","","","","","","44.9602584838867","","","","","","53.9770317077637","","","56.9300003051758","",
"Burkina Faso","BFA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","14.5284900665283","","","","","","","","","","","","","","","","19.6261291503906","","","","","18.5177898406982","","","","","","","29.3619995117188","","31.3745498657227","29.7143592834473","36.5747985839844","","","","","","","44.379451751709","","","","49.1727294921875","","","54.5099983215332","",
"Bangladesh","BGD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","39.7322998046875","","","","","","","","","","44.314281463623","","","","","","","","","","53.8960914611816","","","","","","49.8323287963867","","","","62.4830589294434","61.5428695678711","64.2137680053711","64.3650894165039","68.0553588867188","75.6188507080078","75.7023620605469","76.6692581176758","77.4414901733398","77.8167114257813","","",
"Bulgaria","BGR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7366027832031","","","","","","","","","","98.7472305297852","","","","","","","","","","98.6900024414063","",
"Bahrain","BHR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","76.5183715820313","","","","","","","","","","88.5373687744141","","","","","","","","","","88.5541076660156","","","","","","","","","92.1454391479492","93.0999984741211","","","","","","","","","","","",
"Bahamas, The","BHS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.305419921875","","","","","","","","","99.0337066650391","","","","","","","","","","","99.5413284301758","","99.1762771606445","","","","","","","","99.4000015258789","",
